movieId,title,genres,genre_list,genre_text,clean_title,year,tag_text,content_text
3698,"Running Man, The (1987)",Action|Sci-Fi,"['Action', 'Sci-Fi']",action scifi,"Running Man, The",1987.0,,action scifi action scifi
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",adventure drama romance scifi,Starman,1984.0,,adventure drama romance scifi adventure drama romance scifi
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,"['Drama', 'Sci-Fi']",drama scifi,"Brother from Another Planet, The",1984.0,,drama scifi drama scifi
3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,"['Crime', 'Drama', 'Sci-Fi', 'Thriller']",crime drama scifi thriller,Alien Nation,1988.0,,crime drama scifi thriller crime drama scifi thriller
3702,Mad Max (1979),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",action adventure scifi,Mad Max,1979.0,,action adventure scifi action adventure scifi
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",action adventure scifi thriller,"Road Warrior, The (Mad Max 2)",1981.0,,action adventure scifi thriller action adventure scifi thriller
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",action adventure scifi,Mad Max Beyond Thunderdome,1985.0,,action adventure scifi action adventure scifi
3705,Bird on a Wire (1990),Action|Comedy|Romance,"['Action', 'Comedy', 'Romance']",action comedy romance,Bird on a Wire,1990.0,,action comedy romance action comedy romance
3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,"['Film-Noir', 'Horror', 'Mystery', 'Thriller']",filmnoir horror mystery thriller,Angel Heart,1987.0,,filmnoir horror mystery thriller filmnoir horror mystery thriller
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,"['Drama', 'Romance']",drama romance,9 1/2 Weeks (Nine 1/2 Weeks),1986.0,,drama romance drama romance
3708,Firestarter (1984),Horror|Thriller,"['Horror', 'Thriller']",horror thriller,Firestarter,1984.0,,horror thriller horror thriller
3709,Sleepwalkers (1992),Horror,['Horror'],horror,Sleepwalkers,1992.0,,horror horror
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller,"['Action', 'Comedy', 'Crime', 'Thriller']",action comedy crime thriller,Action Jackson,1988.0,,action comedy crime thriller action comedy crime thriller
3711,Sarafina! (1992),Drama,['Drama'],drama,Sarafina!,1992.0,,drama drama
3712,Soapdish (1991),Comedy,['Comedy'],comedy,Soapdish,1991.0,television,comedy comedy television
3713,"Long Walk Home, The (1990)",Drama,['Drama'],drama,"Long Walk Home, The",1990.0,,drama drama
3714,Clara's Heart (1988),Drama,['Drama'],drama,Clara's Heart,1988.0,,drama drama
3715,Burglar (1987),Comedy|Crime,"['Comedy', 'Crime']",comedy crime,Burglar,1987.0,,comedy crime comedy crime
3716,Fatal Beauty (1987),Action|Comedy|Crime|Drama,"['Action', 'Comedy', 'Crime', 'Drama']",action comedy crime drama,Fatal Beauty,1987.0,,action comedy crime drama action comedy crime drama
3717,Gone in 60 Seconds (2000),Action|Crime,"['Action', 'Crime']",action crime,Gone in 60 Seconds,2000.0,,action crime action crime
3719,Love's Labour's Lost (2000),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Love's Labour's Lost,2000.0,,comedy romance comedy romance
3720,Sunshine (1999),Drama,['Drama'],drama,Sunshine,1999.0,,drama drama
3723,Hamlet (1990),Drama,['Drama'],drama,Hamlet,1990.0,shakespeare,drama drama shakespeare
3724,Coming Home (1978),Drama|War,"['Drama', 'War']",drama war,Coming Home,1978.0,vietnam,drama war drama war vietnam
3725,American Pop (1981),Animation|Musical,"['Animation', 'Musical']",animation musical,American Pop,1981.0,,animation musical animation musical
3726,Assault on Precinct 13 (1976),Action|Thriller,"['Action', 'Thriller']",action thriller,Assault on Precinct 13,1976.0,,action thriller action thriller
3727,Near Dark (1987),Horror|Western,"['Horror', 'Western']",horror western,Near Dark,1987.0,,horror western horror western
3728,One False Move (1992),Crime|Drama|Film-Noir|Thriller,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",crime drama filmnoir thriller,One False Move,1992.0,,crime drama filmnoir thriller crime drama filmnoir thriller
3729,Shaft (1971),Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']",action crime drama thriller,Shaft,1971.0,,action crime drama thriller action crime drama thriller
3730,"Conversation, The (1974)",Drama|Mystery,"['Drama', 'Mystery']",drama mystery,"Conversation, The",1974.0,spying,drama mystery drama mystery spying
3731,Cutter's Way (1981),Drama|Thriller,"['Drama', 'Thriller']",drama thriller,Cutter's Way,1981.0,,drama thriller drama thriller
3732,"Fury, The (1978)",Horror,['Horror'],horror,"Fury, The",1978.0,,horror horror
3733,"Paper Chase, The (1973)",Drama,['Drama'],drama,"Paper Chase, The",1973.0,,drama drama
3735,Serpico (1973),Crime|Drama,"['Crime', 'Drama']",crime drama,Serpico,1973.0,police,crime drama crime drama police
3736,"Ace in the Hole (Big Carnival, The) (1951)",Drama,['Drama'],drama,"Ace in the Hole (Big Carnival, The)",1951.0,,drama drama
3737,Lonely Are the Brave (1962),Drama|Western,"['Drama', 'Western']",drama western,Lonely Are the Brave,1962.0,,drama western drama western
3738,"Sugarland Express, The (1974)",Drama,['Drama'],drama,"Sugarland Express, The",1974.0,,drama drama
3739,Trouble in Paradise (1932),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Trouble in Paradise,1932.0,,comedy romance comedy romance
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,"['Action', 'Adventure', 'Comedy', 'Fantasy']",action adventure comedy fantasy,Big Trouble in Little China,1986.0,,action adventure comedy fantasy action adventure comedy fantasy
3741,Badlands (1973),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",crime drama thriller,Badlands,1973.0,,crime drama thriller crime drama thriller
3742,Battleship Potemkin (1925),Drama|War,"['Drama', 'War']",drama war,Battleship Potemkin,1925.0,,drama war drama war
3743,Boys and Girls (2000),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Boys and Girls,2000.0,,comedy romance comedy romance
3744,Shaft (2000),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",action crime thriller,Shaft,2000.0,,action crime thriller action crime thriller
3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,"['Action', 'Adventure', 'Animation', 'Children', 'Sci-Fi']",action adventure animation children scifi,Titan A.E.,2000.0,,action adventure animation children scifi action adventure animation children scifi
3746,Butterfly (La lengua de las mariposas) (1999),Drama,['Drama'],drama,Butterfly (La lengua de las mariposas),1999.0,,drama drama
3747,Jesus' Son (1999),Drama,['Drama'],drama,Jesus' Son,1999.0,,drama drama
3751,Chicken Run (2000),Animation|Children|Comedy,"['Animation', 'Children', 'Comedy']",animation children comedy,Chicken Run,2000.0,,animation children comedy animation children comedy
3752,"Me, Myself & Irene (2000)",Adventure|Comedy,"['Adventure', 'Comedy']",adventure comedy,"Me, Myself & Irene",2000.0,,adventure comedy adventure comedy
3753,"Patriot, The (2000)",Action|Drama|War,"['Action', 'Drama', 'War']",action drama war,"Patriot, The",2000.0,,action drama war action drama war
3754,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",adventure animation children comedy fantasy,"Adventures of Rocky and Bullwinkle, The",2000.0,,adventure animation children comedy fantasy adventure animation children comedy fantasy
3755,"Perfect Storm, The (2000)",Drama|Thriller,"['Drama', 'Thriller']",drama thriller,"Perfect Storm, The",2000.0,,drama thriller drama thriller
3756,"Golden Bowl, The (2000)",Drama,['Drama'],drama,"Golden Bowl, The",2000.0,,drama drama
3758,Communion (1989),Drama|Sci-Fi|Thriller,"['Drama', 'Sci-Fi', 'Thriller']",drama scifi thriller,Communion,1989.0,,drama scifi thriller drama scifi thriller
3760,"Kentucky Fried Movie, The (1977)",Comedy,['Comedy'],comedy,"Kentucky Fried Movie, The",1977.0,,comedy comedy
3761,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']",action crime drama thriller,"Blood In, Blood Out",1993.0,,action crime drama thriller action crime drama thriller
3763,F/X (1986),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",action crime thriller,F/X,1986.0,,action crime thriller action crime thriller
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",action crime thriller,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),1991.0,,action crime thriller action crime thriller
3765,"Hot Spot, The (1990)",Crime|Drama|Romance,"['Crime', 'Drama', 'Romance']",crime drama romance,"Hot Spot, The",1990.0,,crime drama romance crime drama romance
3766,Missing in Action (1984),Action|War,"['Action', 'War']",action war,Missing in Action,1984.0,,action war action war
3767,Missing in Action 2: The Beginning (1985),Action|War,"['Action', 'War']",action war,Missing in Action 2: The Beginning,1985.0,,action war action war
3768,Braddock: Missing in Action III (1988),Action|War,"['Action', 'War']",action war,Braddock: Missing in Action III,1988.0,,action war action war
3769,Thunderbolt and Lightfoot (1974),Action,['Action'],action,Thunderbolt and Lightfoot,1974.0,,action action
3770,Dreamscape (1984),Horror|Sci-Fi|Thriller,"['Horror', 'Sci-Fi', 'Thriller']",horror scifi thriller,Dreamscape,1984.0,,horror scifi thriller horror scifi thriller
3771,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy,"['Action', 'Adventure', 'Fantasy']",action adventure fantasy,The Golden Voyage of Sinbad,1973.0,,action adventure fantasy action adventure fantasy
3773,House Party (1990),Comedy,['Comedy'],comedy,House Party,1990.0,,comedy comedy
3774,House Party 2 (1991),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",comedy drama romance,House Party 2,1991.0,,comedy drama romance comedy drama romance
3783,Croupier (1998),Crime|Drama,"['Crime', 'Drama']",crime drama,Croupier,1998.0,,crime drama crime drama
3784,"Kid, The (2000)",Comedy|Fantasy,"['Comedy', 'Fantasy']",comedy fantasy,"Kid, The",2000.0,,comedy fantasy comedy fantasy
3785,Scary Movie (2000),Comedy|Horror,"['Comedy', 'Horror']",comedy horror,Scary Movie,2000.0,,comedy horror comedy horror
3786,But I'm a Cheerleader (1999),Comedy,['Comedy'],comedy,But I'm a Cheerleader,1999.0,,comedy comedy
3787,Shower (Xizao) (1999),Comedy,['Comedy'],comedy,Shower (Xizao),1999.0,,comedy comedy
3788,Blow-Up (Blowup) (1966),Drama|Mystery,"['Drama', 'Mystery']",drama mystery,Blow-Up (Blowup),1966.0,,drama mystery drama mystery
3789,"Pawnbroker, The (1964)",Drama,['Drama'],drama,"Pawnbroker, The",1964.0,,drama drama
3790,Groove (2000),Drama,['Drama'],drama,Groove,2000.0,,drama drama
3791,Footloose (1984),Drama,['Drama'],drama,Footloose,1984.0,,drama drama
3792,Duel in the Sun (1946),Drama|Romance|Western,"['Drama', 'Romance', 'Western']",drama romance western,Duel in the Sun,1946.0,,drama romance western drama romance western
3793,X-Men (2000),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",action adventure scifi,X-Men,2000.0,action comic book hugh jackman marvel superhero superhero,action adventure scifi action adventure scifi action comic book hugh jackman marvel superhero superhero
3794,Chuck & Buck (2000),Comedy|Drama,"['Comedy', 'Drama']",comedy drama,Chuck & Buck,2000.0,,comedy drama comedy drama
3795,"Five Senses, The (1999)",Drama,['Drama'],drama,"Five Senses, The",1999.0,,drama drama
3797,"In Crowd, The (2000)",Thriller,['Thriller'],thriller,"In Crowd, The",2000.0,,thriller thriller
3798,What Lies Beneath (2000),Drama|Horror|Mystery,"['Drama', 'Horror', 'Mystery']",drama horror mystery,What Lies Beneath,2000.0,,drama horror mystery drama horror mystery
3799,Pokémon the Movie 2000 (2000),Animation|Children,"['Animation', 'Children']",animation children,Pokémon the Movie 2000,2000.0,,animation children animation children
3801,Anatomy of a Murder (1959),Drama|Mystery,"['Drama', 'Mystery']",drama mystery,Anatomy of a Murder,1959.0,court,drama mystery drama mystery court
3802,Freejack (1992),Action|Sci-Fi,"['Action', 'Sci-Fi']",action scifi,Freejack,1992.0,,action scifi action scifi
3806,Mackenna's Gold (1969),Western,['Western'],western,Mackenna's Gold,1969.0,,western western
3807,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy,"['Adventure', 'Fantasy']",adventure fantasy,Sinbad and the Eye of the Tiger,1977.0,,adventure fantasy adventure fantasy
3808,"Two Women (Ciociara, La) (1960)",Drama|War,"['Drama', 'War']",drama war,"Two Women (Ciociara, La)",1960.0,,drama war drama war
3809,What About Bob? (1991),Comedy,['Comedy'],comedy,What About Bob?,1991.0,,comedy comedy
3810,White Sands (1992),Drama|Thriller,"['Drama', 'Thriller']",drama thriller,White Sands,1992.0,,drama thriller drama thriller
3811,Breaker Morant (1980),Drama|War,"['Drama', 'War']",drama war,Breaker Morant,1980.0,court,drama war drama war court
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,['Comedy'],comedy,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972.0,,comedy comedy
3813,Interiors (1978),Drama,['Drama'],drama,Interiors,1978.0,,drama drama
3814,Love and Death (1975),Comedy,['Comedy'],comedy,Love and Death,1975.0,,comedy comedy
3816,"Official Story, The (La historia oficial) (1985)",Drama,['Drama'],drama,"Official Story, The (La historia oficial)",1985.0,missing children,drama drama missing children
3819,Tampopo (1985),Comedy,['Comedy'],comedy,Tampopo,1985.0,,comedy comedy
3821,Nutty Professor II: The Klumps (2000),Comedy,['Comedy'],comedy,Nutty Professor II: The Klumps,2000.0,,comedy comedy
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance,"['Drama', 'Romance']",drama romance,"Girl on the Bridge, The (Fille sur le pont, La)",1999.0,,drama romance drama romance
3823,Wonderland (1999),Drama,['Drama'],drama,Wonderland,1999.0,,drama drama
3824,Autumn in New York (2000),Drama|Romance,"['Drama', 'Romance']",drama romance,Autumn in New York,2000.0,,drama romance drama romance
3825,Coyote Ugly (2000),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",comedy drama romance,Coyote Ugly,2000.0,,comedy drama romance comedy drama romance
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,"['Horror', 'Sci-Fi', 'Thriller']",horror scifi thriller,Hollow Man,2000.0,,horror scifi thriller horror scifi thriller
3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",action adventure comedy scifi,Space Cowboys,2000.0,,action adventure comedy scifi action adventure comedy scifi
3830,Psycho Beach Party (2000),Comedy|Horror|Thriller,"['Comedy', 'Horror', 'Thriller']",comedy horror thriller,Psycho Beach Party,2000.0,,comedy horror thriller comedy horror thriller
3831,Saving Grace (2000),Comedy,['Comedy'],comedy,Saving Grace,2000.0,,comedy comedy
3832,"Black Sabbath (Tre volti della paura, I) (1963)",Horror,['Horror'],horror,"Black Sabbath (Tre volti della paura, I)",1963.0,,horror horror
3833,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,"['Horror', 'Sci-Fi']",horror scifi,"Brain That Wouldn't Die, The",1962.0,,horror scifi horror scifi
3834,Bronco Billy (1980),Adventure|Drama|Romance,"['Adventure', 'Drama', 'Romance']",adventure drama romance,Bronco Billy,1980.0,,adventure drama romance adventure drama romance
3835,"Crush, The (1993)",Thriller,['Thriller'],thriller,"Crush, The",1993.0,,thriller thriller
3836,Kelly's Heroes (1970),Action|Comedy|War,"['Action', 'Comedy', 'War']",action comedy war,Kelly's Heroes,1970.0,,action comedy war action comedy war
3837,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller,"['Action', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",action fantasy horror scifi thriller,Phantasm II,1988.0,,action fantasy horror scifi thriller action fantasy horror scifi thriller
3838,Phantasm III: Lord of the Dead (1994),Horror,['Horror'],horror,Phantasm III: Lord of the Dead,1994.0,,horror horror
3839,Phantasm IV: Oblivion (1998),Horror,['Horror'],horror,Phantasm IV: Oblivion,1998.0,,horror horror
3840,Pumpkinhead (1988),Horror,['Horror'],horror,Pumpkinhead,1988.0,,horror horror
3841,Air America (1990),Action|Comedy,"['Action', 'Comedy']",action comedy,Air America,1990.0,,action comedy action comedy
3843,Sleepaway Camp (1983),Horror,['Horror'],horror,Sleepaway Camp,1983.0,,horror horror
3844,Steel Magnolias (1989),Drama,['Drama'],drama,Steel Magnolias,1989.0,diabetes,drama drama diabetes
3845,And God Created Woman (Et Dieu... créa la femme) (1956),Drama,['Drama'],drama,And God Created Woman (Et Dieu... créa la femme),1956.0,,drama drama
3846,Easy Money (1983),Comedy,['Comedy'],comedy,Easy Money,1983.0,,comedy comedy
3847,"Ilsa, She Wolf of the SS (1974)",Horror,['Horror'],horror,"Ilsa, She Wolf of the SS",1974.0,,horror horror
3849,The Spiral Staircase (1945),Horror|Mystery|Thriller,"['Horror', 'Mystery', 'Thriller']",horror mystery thriller,The Spiral Staircase,1945.0,disability,horror mystery thriller horror mystery thriller disability
3851,I'm the One That I Want (2000),Comedy,['Comedy'],comedy,I'm the One That I Want,2000.0,,comedy comedy
3852,"Tao of Steve, The (2000)",Comedy,['Comedy'],comedy,"Tao of Steve, The",2000.0,,comedy comedy
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance,"['Drama', 'Romance']",drama romance,"Affair of Love, An (Liaison pornographique, Une)",1999.0,,drama romance drama romance
3857,Bless the Child (2000),Thriller,['Thriller'],thriller,Bless the Child,2000.0,,thriller thriller
3858,Cecil B. DeMented (2000),Comedy,['Comedy'],comedy,Cecil B. DeMented,2000.0,,comedy comedy
3859,"Eyes of Tammy Faye, The (2000)",Documentary,['Documentary'],documentary,"Eyes of Tammy Faye, The",2000.0,televangelist,documentary documentary televangelist
3861,"Replacements, The (2000)",Comedy,['Comedy'],comedy,"Replacements, The",2000.0,,comedy comedy
3862,About Adam (2000),Comedy,['Comedy'],comedy,About Adam,2000.0,,comedy comedy
3863,"Cell, The (2000)",Drama|Horror|Thriller,"['Drama', 'Horror', 'Thriller']",drama horror thriller,"Cell, The",2000.0,,drama horror thriller drama horror thriller
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",action adventure scifi,Godzilla 2000 (Gojira ni-sen mireniamu),1999.0,,action adventure scifi action adventure scifi
3865,"Original Kings of Comedy, The (2000)",Comedy|Documentary,"['Comedy', 'Documentary']",comedy documentary,"Original Kings of Comedy, The",2000.0,,comedy documentary comedy documentary
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,"['Action', 'Comedy', 'Crime', 'Romance']",action comedy crime romance,"Naked Gun: From the Files of Police Squad!, The",1988.0,,action comedy crime romance action comedy crime romance
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,['Comedy'],comedy,"Naked Gun 2 1/2: The Smell of Fear, The",1991.0,,comedy comedy
3870,Our Town (1940),Drama,['Drama'],drama,Our Town,1940.0,,drama drama
3871,Shane (1953),Drama|Western,"['Drama', 'Western']",drama western,Shane,1953.0,,drama western drama western
3872,"Suddenly, Last Summer (1959)",Drama,['Drama'],drama,"Suddenly, Last Summer",1959.0,,drama drama
3873,Cat Ballou (1965),Comedy|Western,"['Comedy', 'Western']",comedy western,Cat Ballou,1965.0,,comedy western comedy western
3877,Supergirl (1984),Action|Adventure|Fantasy,"['Action', 'Adventure', 'Fantasy']",action adventure fantasy,Supergirl,1984.0,superhero,action adventure fantasy action adventure fantasy superhero
3879,"Art of War, The (2000)",Action|Thriller,"['Action', 'Thriller']",action thriller,"Art of War, The",2000.0,,action thriller action thriller
3882,Bring It On (2000),Comedy,['Comedy'],comedy,Bring It On,2000.0,,comedy comedy
3884,"Crew, The (2000)",Comedy,['Comedy'],comedy,"Crew, The",2000.0,,comedy comedy
3888,Skipped Parts (2000),Drama|Romance,"['Drama', 'Romance']",drama romance,Skipped Parts,2000.0,,drama romance drama romance
3889,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy,"['Action', 'Adventure', 'Fantasy']",action adventure fantasy,Highlander: Endgame (Highlander IV),2000.0,,action adventure fantasy action adventure fantasy
3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",comedy crime drama romance thriller,Nurse Betty,2000.0,,comedy crime drama romance thriller comedy crime drama romance thriller
3894,Solas (1999),Drama,['Drama'],drama,Solas,1999.0,,drama drama
3895,"Watcher, The (2000)",Crime|Thriller,"['Crime', 'Thriller']",crime thriller,"Watcher, The",2000.0,,crime thriller crime thriller
3896,"Way of the Gun, The (2000)",Crime|Thriller,"['Crime', 'Thriller']",crime thriller,"Way of the Gun, The",2000.0,,crime thriller crime thriller
3897,Almost Famous (2000),Drama,['Drama'],drama,Almost Famous,2000.0,music journalism music rolling stone,drama drama music journalism music rolling stone
3898,Bait (2000),Action|Comedy,"['Action', 'Comedy']",action comedy,Bait,2000.0,,action comedy action comedy
3899,Circus (2000),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",crime drama thriller,Circus,2000.0,,crime drama thriller crime drama thriller
3900,Crime and Punishment in Suburbia (2000),Comedy|Drama,"['Comedy', 'Drama']",comedy drama,Crime and Punishment in Suburbia,2000.0,,comedy drama comedy drama
3901,Duets (2000),Comedy|Drama,"['Comedy', 'Drama']",comedy drama,Duets,2000.0,,comedy drama comedy drama
3906,Under Suspicion (2000),Crime|Thriller,"['Crime', 'Thriller']",crime thriller,Under Suspicion,2000.0,,crime thriller crime thriller
3908,Urban Legends: Final Cut (2000),Horror,['Horror'],horror,Urban Legends: Final Cut,2000.0,,horror horror
3909,Woman on Top (2000),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Woman on Top,2000.0,,comedy romance comedy romance
3910,Dancer in the Dark (2000),Drama|Musical,"['Drama', 'Musical']",drama musical,Dancer in the Dark,2000.0,blindness factory,drama musical drama musical blindness factory
3911,Best in Show (2000),Comedy,['Comedy'],comedy,Best in Show,2000.0,satire dogs,comedy comedy satire dogs
3912,Beautiful (2000),Comedy|Drama,"['Comedy', 'Drama']",comedy drama,Beautiful,2000.0,,comedy drama comedy drama
3914,"Broken Hearts Club, The (2000)",Drama,['Drama'],drama,"Broken Hearts Club, The",2000.0,,drama drama
3915,Girlfight (2000),Drama,['Drama'],drama,Girlfight,2000.0,,drama drama
3916,Remember the Titans (2000),Drama,['Drama'],drama,Remember the Titans,2000.0,,drama drama
3917,Hellraiser (1987),Horror,['Horror'],horror,Hellraiser,1987.0,,horror horror
3918,Hellbound: Hellraiser II (1988),Horror,['Horror'],horror,Hellbound: Hellraiser II,1988.0,,horror horror
3919,Hellraiser III: Hell on Earth (1992),Horror,['Horror'],horror,Hellraiser III: Hell on Earth,1992.0,,horror horror
3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance,"['Drama', 'Fantasy', 'Mystery', 'Romance']",drama fantasy mystery romance,"Faraway, So Close (In weiter Ferne, so nah!)",1993.0,,drama fantasy mystery romance drama fantasy mystery romance
3922,Bikini Beach (1964),Comedy,['Comedy'],comedy,Bikini Beach,1964.0,,comedy comedy
3925,Stranger Than Paradise (1984),Comedy|Drama,"['Comedy', 'Drama']",comedy drama,Stranger Than Paradise,1984.0,,comedy drama comedy drama
3926,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,"['Adventure', 'Sci-Fi']",adventure scifi,Voyage to the Bottom of the Sea,1961.0,,adventure scifi adventure scifi
3927,Fantastic Voyage (1966),Adventure|Sci-Fi,"['Adventure', 'Sci-Fi']",adventure scifi,Fantastic Voyage,1966.0,,adventure scifi adventure scifi
3928,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,"['Comedy', 'Horror']",comedy horror,Abbott and Costello Meet Frankenstein,1948.0,,comedy horror comedy horror
3929,"Bank Dick, The (1940)",Comedy,['Comedy'],comedy,"Bank Dick, The",1940.0,,comedy comedy
3930,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi,"['Adventure', 'Horror', 'Sci-Fi']",adventure horror scifi,"Creature from the Black Lagoon, The",1954.0,,adventure horror scifi adventure horror scifi
3932,"Invisible Man, The (1933)",Horror|Sci-Fi,"['Horror', 'Sci-Fi']",horror scifi,"Invisible Man, The",1933.0,invisibility,horror scifi horror scifi invisibility
3933,"Killer Shrews, The (1959)",Horror|Sci-Fi,"['Horror', 'Sci-Fi']",horror scifi,"Killer Shrews, The",1959.0,,horror scifi horror scifi
3937,Runaway (1984),Sci-Fi|Thriller,"['Sci-Fi', 'Thriller']",scifi thriller,Runaway,1984.0,,scifi thriller scifi thriller
3938,"Slumber Party Massacre, The (1982)",Horror,['Horror'],horror,"Slumber Party Massacre, The",1982.0,,horror horror
3939,Slumber Party Massacre II (1987),Horror,['Horror'],horror,Slumber Party Massacre II,1987.0,,horror horror
3940,Slumber Party Massacre III (1990),Horror,['Horror'],horror,Slumber Party Massacre III,1990.0,,horror horror
3941,Sorority House Massacre (1986),Horror,['Horror'],horror,Sorority House Massacre,1986.0,,horror horror
3942,Sorority House Massacre II (1990),Horror,['Horror'],horror,Sorority House Massacre II,1990.0,,horror horror
3943,Bamboozled (2000),Comedy,['Comedy'],comedy,Bamboozled,2000.0,,comedy comedy
3945,Digimon: The Movie (2000),Adventure|Animation|Children,"['Adventure', 'Animation', 'Children']",adventure animation children,Digimon: The Movie,2000.0,,adventure animation children adventure animation children
3946,Get Carter (2000),Action|Drama|Thriller,"['Action', 'Drama', 'Thriller']",action drama thriller,Get Carter,2000.0,,action drama thriller action drama thriller
3947,Get Carter (1971),Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']",action crime drama thriller,Get Carter,1971.0,,action crime drama thriller action crime drama thriller
3948,Meet the Parents (2000),Comedy,['Comedy'],comedy,Meet the Parents,2000.0,comedy robert de niro,comedy comedy comedy robert de niro
3949,Requiem for a Dream (2000),Drama,['Drama'],drama,Requiem for a Dream,2000.0,drug abuse depressing psychology,drama drama drug abuse depressing psychology
3950,Tigerland (2000),Drama,['Drama'],drama,Tigerland,2000.0,,drama drama
3951,Two Family House (2000),Drama,['Drama'],drama,Two Family House,2000.0,,drama drama
3952,"Contender, The (2000)",Drama|Thriller,"['Drama', 'Thriller']",drama thriller,"Contender, The",2000.0,,drama thriller drama thriller
3953,Dr. T and the Women (2000),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Dr. T and the Women,2000.0,,comedy romance comedy romance
3955,"Ladies Man, The (2000)",Comedy,['Comedy'],comedy,"Ladies Man, The",2000.0,,comedy comedy
3957,Billy Jack (1971),Action|Drama,"['Action', 'Drama']",action drama,Billy Jack,1971.0,,action drama action drama
3958,Billy Jack Goes to Washington (1977),Drama,['Drama'],drama,Billy Jack Goes to Washington,1977.0,,drama drama
3959,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",action adventure scifi,"Time Machine, The",1960.0,,action adventure scifi action adventure scifi
3962,Ghoulies II (1987),Comedy|Horror,"['Comedy', 'Horror']",comedy horror,Ghoulies II,1987.0,,comedy horror comedy horror
3963,"Unsinkable Molly Brown, The (1964)",Musical,['Musical'],musical,"Unsinkable Molly Brown, The",1964.0,,musical musical
